mode,total_return_pct,max_drawdown_pct,sharpe,final_equity,max_position_usdt,n_fills,n_rebalances,commissions_usdt,grid_span_pct,max_levels_per_side,rebalance_interval_bars,max_exposure_budget_mult,trend_filter_enabled,trend_min_dist_pct
range,23.83,-1.665,36.224,123828.7,132240.0,2921,205,3313.2,1.0,8,96,3.0,False,1.0
mixed,19.731,-6.157,15.481,119726.9,100008.0,1939,205,2189.2,1.0,8,96,3.0,False,2.0
range,23.83,-1.665,36.224,123828.7,132240.0,2921,205,3313.2,1.0,8,96,3.0,False,2.0
mixed,19.731,-6.157,15.481,119726.9,100008.0,1939,205,2189.2,1.0,8,96,3.0,False,3.0
range,23.83,-1.665,36.224,123828.7,132240.0,2921,205,3313.2,1.0,8,96,3.0,False,3.0
mixed,11.986,-7.228,9.508,111982.0,116093.0,1428,187,1585.6,1.0,8,96,3.0,True,1.0
range,11.761,-3.515,18.855,111759.5,108214.0,2445,200,2839.7,1.0,8,96,3.0,True,1.0
mixed,12.438,-7.985,10.646,112434.2,119318.0,1756,199,1925.0,1.0,8,96,3.0,True,2.0
range,20.619,-2.035,31.583,120617.5,134003.0,2915,205,3299.1,1.0,8,96,3.0,True,2.0
mixed,21.328,-8.351,16.943,121324.1,93870.0,1776,200,1975.1,1.0,8,96,3.0,True,3.0
range,23.83,-1.665,36.224,123828.7,132240.0,2921,205,3313.2,1.0,8,96,3.0,True,3.0
mixed,15.64,-9.229,10.518,115636.4,176518.0,2097,205,2368.5,1.0,8,96,6.0,False,1.0
range,25.845,-1.688,34.314,125843.3,212397.0,3043,205,3431.3,1.0,8,96,6.0,False,1.0
mixed,15.64,-9.229,10.518,115636.4,176518.0,2097,205,2368.5,1.0,8,96,6.0,False,2.0
range,25.845,-1.688,34.314,125843.3,212397.0,3043,205,3431.3,1.0,8,96,6.0,False,2.0
mixed,15.64,-9.229,10.518,115636.4,176518.0,2097,205,2368.5,1.0,8,96,6.0,False,3.0
range,25.845,-1.688,34.314,125843.3,212397.0,3043,205,3431.3,1.0,8,96,6.0,False,3.0
mixed,5.395,-11.379,3.996,105390.6,211054.0,1465,199,1643.0,1.0,8,96,6.0,True,1.0
range,9.394,-6.477,13.186,109392.3,229615.0,2648,203,3029.8,1.0,8,96,6.0,True,1.0
mixed,5.163,-12.302,4.046,105159.6,183486.0,1842,204,2008.8,1.0,8,96,6.0,True,2.0
range,24.514,-1.672,32.617,124512.3,198658.0,3050,205,3436.6,1.0,8,96,6.0,True,2.0
mixed,16.446,-10.797,11.22,116442.4,189784.0,1969,204,2177.5,1.0,8,96,6.0,True,3.0
range,25.845,-1.688,34.314,125843.3,212397.0,3043,205,3431.3,1.0,8,96,6.0,True,3.0
mixed,15.546,-10.176,10.249,115542.4,202318.0,2131,205,2406.0,1.0,8,96,10.0,False,1.0
range,30.4,-1.9,37.181,130398.5,332002.0,3080,205,3471.2,1.0,8,96,10.0,False,1.0
mixed,15.546,-10.176,10.249,115542.4,202318.0,2131,205,2406.0,1.0,8,96,10.0,False,2.0
range,30.4,-1.9,37.181,130398.5,332002.0,3080,205,3471.2,1.0,8,96,10.0,False,2.0
mixed,15.546,-10.176,10.249,115542.4,202318.0,2131,205,2406.0,1.0,8,96,10.0,False,3.0
range,30.4,-1.9,37.181,130398.5,332002.0,3080,205,3471.2,1.0,8,96,10.0,False,3.0
mixed,0.277,-13.967,0.426,100273.1,331290.0,1541,202,1709.9,1.0,8,96,10.0,True,1.0
range,14.68,-5.345,18.562,114678.4,325054.0,2726,204,3110.4,1.0,8,96,10.0,True,1.0
mixed,5.844,-10.898,4.487,105840.7,228688.0,1941,205,2119.3,1.0,8,96,10.0,True,2.0
range,30.461,-1.895,36.628,130459.8,319275.0,3174,205,3559.5,1.0,8,96,10.0,True,2.0
mixed,14.449,-10.368,10.855,114445.2,212842.0,2037,205,2249.5,1.0,8,96,10.0,True,3.0
range,30.4,-1.9,37.181,130398.5,332002.0,3080,205,3471.2,1.0,8,96,10.0,True,3.0
mixed,15.658,-3.946,14.001,115654.6,133529.0,1023,103,1146.6,1.0,8,192,3.0,False,1.0
range,10.151,-1.259,20.469,110149.5,126735.0,1465,103,1727.0,1.0,8,192,3.0,False,1.0
mixed,15.658,-3.946,14.001,115654.6,133529.0,1023,103,1146.6,1.0,8,192,3.0,False,2.0
range,10.151,-1.259,20.469,110149.5,126735.0,1465,103,1727.0,1.0,8,192,3.0,False,2.0
mixed,15.658,-3.946,14.001,115654.6,133529.0,1023,103,1146.6,1.0,8,192,3.0,False,3.0
range,10.151,-1.259,20.469,110149.5,126735.0,1465,103,1727.0,1.0,8,192,3.0,False,3.0
mixed,7.322,-4.806,7.99,107318.1,127054.0,815,98,886.6,1.0,8,192,3.0,True,1.0
range,-0.66,-3.264,-1.325,99338.8,100846.0,1236,102,1466.6,1.0,8,192,3.0,True,1.0
mixed,12.524,-3.401,13.814,112520.1,124774.0,883,99,979.4,1.0,8,192,3.0,True,2.0
range,6.411,-1.373,13.833,106409.3,125579.0,1432,103,1674.2,1.0,8,192,3.0,True,2.0
mixed,12.12,-3.764,11.495,112116.9,125281.0,940,98,1037.7,1.0,8,192,3.0,True,3.0
range,10.151,-1.259,20.469,110149.5,126735.0,1465,103,1727.0,1.0,8,192,3.0,True,3.0
mixed,20.579,-6.37,13.845,120575.2,174581.0,1205,103,1365.4,1.0,8,192,6.0,False,1.0
range,10.217,-1.322,15.566,110215.3,202770.0,1618,103,1907.3,1.0,8,192,6.0,False,1.0
mixed,20.579,-6.37,13.845,120575.2,174581.0,1205,103,1365.4,1.0,8,192,6.0,False,2.0
range,10.217,-1.322,15.566,110215.3,202770.0,1618,103,1907.3,1.0,8,192,6.0,False,2.0
mixed,20.579,-6.37,13.845,120575.2,174581.0,1205,103,1365.4,1.0,8,192,6.0,False,3.0
range,10.217,-1.322,15.566,110215.3,202770.0,1618,103,1907.3,1.0,8,192,6.0,False,3.0
mixed,6.113,-6.946,5.426,106108.6,162237.0,920,103,1015.7,1.0,8,192,6.0,True,1.0
range,3.264,-3.563,6.42,103263.1,202567.0,1341,103,1584.6,1.0,8,192,6.0,True,1.0
mixed,12.194,-6.575,9.57,112190.8,186157.0,1116,103,1225.8,1.0,8,192,6.0,True,2.0
range,8.819,-1.732,13.501,108818.2,197146.0,1591,103,1877.8,1.0,8,192,6.0,True,2.0
mixed,17.733,-6.388,12.326,117729.2,157482.0,1160,102,1285.0,1.0,8,192,6.0,True,3.0
range,10.217,-1.322,15.566,110215.3,202770.0,1618,103,1907.3,1.0,8,192,6.0,True,3.0
mixed,21.83,-6.038,14.546,121826.6,239469.0,1243,103,1402.8,1.0,8,192,10.0,False,1.0
range,14.41,-1.322,21.196,114408.5,294775.0,1741,103,2046.6,1.0,8,192,10.0,False,1.0
mixed,21.83,-6.038,14.546,121826.6,239469.0,1243,103,1402.8,1.0,8,192,10.0,False,2.0
range,14.41,-1.322,21.196,114408.5,294775.0,1741,103,2046.6,1.0,8,192,10.0,False,2.0
mixed,21.83,-6.038,14.546,121826.6,239469.0,1243,103,1402.8,1.0,8,192,10.0,False,3.0
range,14.41,-1.322,21.196,114408.5,294775.0,1741,103,2046.6,1.0,8,192,10.0,False,3.0
mixed,4.335,-7.228,3.719,104330.7,194627.0,934,103,1029.7,1.0,8,192,10.0,True,1.0
range,5.461,-3.118,9.701,105460.0,284475.0,1461,103,1701.9,1.0,8,192,10.0,True,1.0
mixed,12.251,-6.53,9.224,112247.2,201645.0,1136,103,1245.8,1.0,8,192,10.0,True,2.0
range,13.02,-1.402,19.613,113018.6,307049.0,1680,103,1975.6,1.0,8,192,10.0,True,2.0
mixed,17.621,-6.568,12.189,117617.0,178111.0,1178,103,1302.9,1.0,8,192,10.0,True,3.0
range,14.41,-1.322,21.196,114408.5,294775.0,1741,103,2046.6,1.0,8,192,10.0,True,3.0
mixed,-0.943,-12.589,-0.197,99054.2,134789.0,3707,409,4735.9,2.0,4,48,3.0,False,1.0
range,17.165,-2.756,27.364,117164.7,104840.0,4021,409,5614.2,2.0,4,48,3.0,False,1.0
mixed,-0.943,-12.589,-0.197,99054.2,134789.0,3707,409,4735.9,2.0,4,48,3.0,False,2.0
range,17.165,-2.756,27.364,117164.7,104840.0,4021,409,5614.2,2.0,4,48,3.0,False,2.0
mixed,-0.943,-12.589,-0.197,99054.2,134789.0,3707,409,4735.9,2.0,4,48,3.0,False,3.0
range,17.165,-2.756,27.364,117164.7,104840.0,4021,409,5614.2,2.0,4,48,3.0,False,3.0
mixed,-6.569,-27.304,-3.029,93426.8,147954.0,2515,382,3155.8,2.0,4,48,3.0,True,1.0
range,-7.08,-8.104,-10.924,92920.1,121805.0,3231,403,4551.9,2.0,4,48,3.0,True,1.0
mixed,4.063,-14.085,2.202,104059.5,137913.0,3140,397,3914.8,2.0,4,48,3.0,True,2.0
range,16.693,-1.893,26.762,116692.7,99256.0,3958,409,5538.2,2.0,4,48,3.0,True,2.0
mixed,-5.716,-16.389,-2.273,94280.7,136037.0,3440,405,4313.3,2.0,4,48,3.0,True,3.0
range,17.165,-2.756,27.364,117164.7,104840.0,4021,409,5614.2,2.0,4,48,3.0,True,3.0
mixed,32.087,-10.591,13.22,132082.6,216516.0,3936,409,4995.3,2.0,4,48,6.0,False,1.0
range,18.831,-2.864,24.308,118831.2,158922.0,4154,409,5790.7,2.0,4,48,6.0,False,1.0
mixed,32.087,-10.591,13.22,132082.6,216516.0,3936,409,4995.3,2.0,4,48,6.0,False,2.0
range,18.831,-2.864,24.308,118831.2,158922.0,4154,409,5790.7,2.0,4,48,6.0,False,2.0
mixed,32.087,-10.591,13.22,132082.6,216516.0,3936,409,4995.3,2.0,4,48,6.0,False,3.0
range,18.831,-2.864,24.308,118831.2,158922.0,4154,409,5790.7,2.0,4,48,6.0,False,3.0
mixed,-10.441,-23.135,-4.75,89555.2,221695.0,2684,396,3331.4,2.0,4,48,6.0,True,1.0
range,-5.29,-8.066,-6.972,94709.9,189228.0,3414,406,4789.9,2.0,4,48,6.0,True,1.0
mixed,1.335,-13.976,0.936,101332.4,208613.0,3353,408,4146.8,2.0,4,48,6.0,True,2.0
range,16.069,-4.05,20.351,116068.3,158050.0,4117,409,5732.0,2.0,4,48,6.0,True,2.0
mixed,11.983,-11.614,5.552,111979.4,221505.0,3686,408,4588.8,2.0,4,48,6.0,True,3.0
range,18.831,-2.864,24.308,118831.2,158922.0,4154,409,5790.7,2.0,4,48,6.0,True,3.0
mixed,33.893,-10.591,14.023,133889.4,300134.0,4010,409,5096.1,2.0,4,48,10.0,False,1.0
range,19.348,-2.864,24.773,119347.5,181289.0,4179,409,5824.2,2.0,4,48,10.0,False,1.0
mixed,33.893,-10.591,14.023,133889.4,300134.0,4010,409,5096.1,2.0,4,48,10.0,False,2.0
range,19.348,-2.864,24.773,119347.5,181289.0,4179,409,5824.2,2.0,4,48,10.0,False,2.0
mixed,33.893,-10.591,14.023,133889.4,300134.0,4010,409,5096.1,2.0,4,48,10.0,False,3.0
range,19.348,-2.864,24.773,119347.5,181289.0,4179,409,5824.2,2.0,4,48,10.0,False,3.0
mixed,-15.852,-28.275,-6.009,84144.8,303221.0,2805,404,3477.5,2.0,4,48,10.0,True,1.0
range,-4.368,-8.669,-5.09,95631.3,308381.0,3511,409,4900.9,2.0,4,48,10.0,True,1.0
mixed,5.883,-14.564,2.654,105880.0,309209.0,3449,409,4256.1,2.0,4,48,10.0,True,2.0
range,15.863,-4.05,20.032,115863.0,210797.0,4137,409,5757.3,2.0,4,48,10.0,True,2.0
mixed,8.295,-13.429,3.951,108292.1,301295.0,3767,409,4688.1,2.0,4,48,10.0,True,3.0
range,19.348,-2.864,24.773,119347.5,181289.0,4179,409,5824.2,2.0,4,48,10.0,True,3.0
mixed,15.748,-5.848,10.155,115744.1,105125.0,1961,205,2603.5,2.0,4,96,3.0,False,1.0
range,11.497,-1.97,19.959,111496.3,111787.0,2059,205,2858.1,2.0,4,96,3.0,False,1.0
mixed,15.748,-5.848,10.155,115744.1,105125.0,1961,205,2603.5,2.0,4,96,3.0,False,2.0
range,11.497,-1.97,19.959,111496.3,111787.0,2059,205,2858.1,2.0,4,96,3.0,False,2.0
mixed,15.748,-5.848,10.155,115744.1,105125.0,1961,205,2603.5,2.0,4,96,3.0,False,3.0
range,11.497,-1.97,19.959,111496.3,111787.0,2059,205,2858.1,2.0,4,96,3.0,False,3.0
mixed,-13.986,-21.283,-11.17,86010.1,120021.0,1334,198,1704.3,2.0,4,96,3.0,True,1.0
range,1.242,-3.087,2.496,101241.8,117434.0,1703,197,2354.9,2.0,4,96,3.0,True,1.0
mixed,-3.801,-10.721,-2.551,96196.2,99223.0,1682,201,2144.1,2.0,4,96,3.0,True,2.0
range,8.801,-1.962,14.946,108800.7,107644.0,2045,205,2830.1,2.0,4,96,3.0,True,2.0
mixed,4.507,-10.228,3.239,104503.5,109218.0,1769,204,2294.1,2.0,4,96,3.0,True,3.0
range,11.497,-1.97,19.959,111496.3,111787.0,2059,205,2858.1,2.0,4,96,3.0,True,3.0
mixed,19.98,-6.992,10.579,119975.9,183819.0,2068,205,2721.0,2.0,4,96,6.0,False,1.0
range,11.329,-2.261,17.151,111328.6,168385.0,2209,205,3047.8,2.0,4,96,6.0,False,1.0
mixed,19.98,-6.992,10.579,119975.9,183819.0,2068,205,2721.0,2.0,4,96,6.0,False,2.0
range,11.329,-2.261,17.151,111328.6,168385.0,2209,205,3047.8,2.0,4,96,6.0,False,2.0
mixed,19.98,-6.992,10.579,119975.9,183819.0,2068,205,2721.0,2.0,4,96,6.0,False,3.0
range,11.329,-2.261,17.151,111328.6,168385.0,2209,205,3047.8,2.0,4,96,6.0,False,3.0
mixed,-20.125,-23.827,-11.988,79872.1,192684.0,1404,202,1782.9,2.0,4,96,6.0,True,1.0
range,-1.52,-4.394,-2.645,98479.4,187624.0,1815,204,2525.1,2.0,4,96,6.0,True,1.0
mixed,-8.721,-11.989,-4.578,91276.2,208145.0,1756,205,2222.3,2.0,4,96,6.0,True,2.0
range,7.944,-2.297,12.218,107944.1,171620.0,2179,205,3005.1,2.0,4,96,6.0,True,2.0
mixed,5.426,-7.96,3.509,105422.5,207433.0,1886,205,2425.8,2.0,4,96,6.0,True,3.0
range,11.329,-2.261,17.151,111328.6,168385.0,2209,205,3047.8,2.0,4,96,6.0,True,3.0
mixed,19.226,-6.992,10.18,119222.9,203361.0,2104,205,2758.4,2.0,4,96,10.0,False,1.0
range,9.942,-2.391,14.462,109941.8,247784.0,2247,205,3109.1,2.0,4,96,10.0,False,1.0
mixed,19.226,-6.992,10.18,119222.9,203361.0,2104,205,2758.4,2.0,4,96,10.0,False,2.0
range,9.942,-2.391,14.462,109941.8,247784.0,2247,205,3109.1,2.0,4,96,10.0,False,2.0
mixed,19.226,-6.992,10.18,119222.9,203361.0,2104,205,2758.4,2.0,4,96,10.0,False,3.0
range,9.942,-2.391,14.462,109941.8,247784.0,2247,205,3109.1,2.0,4,96,10.0,False,3.0
mixed,-20.792,-24.706,-11.758,79204.9,245120.0,1465,205,1842.8,2.0,4,96,10.0,True,1.0
range,2.427,-4.355,3.942,102427.2,292106.0,1905,205,2630.3,2.0,4,96,10.0,True,1.0
mixed,-8.819,-11.727,-4.509,91177.8,282468.0,1811,205,2280.0,2.0,4,96,10.0,True,2.0
range,8.999,-2.24,13.431,108998.9,250414.0,2239,205,3091.8,2.0,4,96,10.0,True,2.0
mixed,5.034,-8.052,3.16,105030.5,259543.0,1961,205,2507.3,2.0,4,96,10.0,True,3.0
range,9.942,-2.391,14.462,109941.8,247784.0,2247,205,3109.1,2.0,4,96,10.0,True,3.0
mixed,9.456,-6.914,6.092,109452.9,123920.0,1004,103,1274.5,2.0,4,192,3.0,False,1.0
range,6.076,-2.016,14.465,106075.6,90036.0,1073,103,1495.7,2.0,4,192,3.0,False,1.0
mixed,9.456,-6.914,6.092,109452.9,123920.0,1004,103,1274.5,2.0,4,192,3.0,False,2.0
range,6.076,-2.016,14.465,106075.6,90036.0,1073,103,1495.7,2.0,4,192,3.0,False,2.0
mixed,9.456,-6.914,6.092,109452.9,123920.0,1004,103,1274.5,2.0,4,192,3.0,False,3.0
range,6.076,-2.016,14.465,106075.6,90036.0,1073,103,1495.7,2.0,4,192,3.0,False,3.0
mixed,1.658,-6.514,1.737,101654.0,113211.0,749,96,906.0,2.0,4,192,3.0,True,1.0
range,-1.316,-3.519,-3.054,98683.9,88229.0,933,102,1301.5,2.0,4,192,3.0,True,1.0
mixed,-2.538,-6.313,-1.574,97459.5,112320.0,873,99,1066.3,2.0,4,192,3.0,True,2.0
range,5.089,-1.906,12.176,105088.5,97843.0,1078,103,1503.2,2.0,4,192,3.0,True,2.0
mixed,6.129,-5.372,4.748,106125.4,118842.0,948,98,1160.4,2.0,4,192,3.0,True,3.0
range,6.076,-2.016,14.465,106075.6,90036.0,1073,103,1495.7,2.0,4,192,3.0,True,3.0
mixed,17.073,-7.132,9.098,117069.0,204975.0,1133,103,1427.8,2.0,4,192,6.0,False,1.0
range,5.421,-2.107,11.661,105420.7,157185.0,1177,103,1626.4,2.0,4,192,6.0,False,1.0
mixed,17.073,-7.132,9.098,117069.0,204975.0,1133,103,1427.8,2.0,4,192,6.0,False,2.0
range,5.421,-2.107,11.661,105420.7,157185.0,1177,103,1626.4,2.0,4,192,6.0,False,2.0
mixed,17.073,-7.132,9.098,117069.0,204975.0,1133,103,1427.8,2.0,4,192,6.0,False,3.0
range,5.421,-2.107,11.661,105420.7,157185.0,1177,103,1626.4,2.0,4,192,6.0,False,3.0
mixed,-2.795,-9.192,-1.905,97200.8,184807.0,818,101,984.7,2.0,4,192,6.0,True,1.0
range,-1.421,-3.868,-3.335,98579.1,126270.0,982,103,1351.8,2.0,4,192,6.0,True,1.0
mixed,-2.675,-8.028,-1.612,97321.7,209934.0,966,100,1156.1,2.0,4,192,6.0,True,2.0
range,5.372,-1.668,12.194,105372.0,146685.0,1182,103,1631.9,2.0,4,192,6.0,True,2.0
mixed,2.424,-8.255,1.885,102421.2,204246.0,1043,100,1259.0,2.0,4,192,6.0,True,3.0
range,5.421,-2.107,11.661,105420.7,157185.0,1177,103,1626.4,2.0,4,192,6.0,True,3.0
mixed,18.365,-7.35,9.06,118361.0,320976.0,1188,103,1494.4,2.0,4,192,10.0,False,1.0
range,5.322,-2.212,11.352,105321.8,168416.0,1186,103,1639.9,2.0,4,192,10.0,False,1.0
mixed,18.365,-7.35,9.06,118361.0,320976.0,1188,103,1494.4,2.0,4,192,10.0,False,2.0
range,5.322,-2.212,11.352,105321.8,168416.0,1186,103,1639.9,2.0,4,192,10.0,False,2.0
mixed,18.365,-7.35,9.06,118361.0,320976.0,1188,103,1494.4,2.0,4,192,10.0,False,3.0
range,5.322,-2.212,11.352,105321.8,168416.0,1186,103,1639.9,2.0,4,192,10.0,False,3.0
mixed,1.997,-7.676,1.563,101993.2,296946.0,852,102,1029.3,2.0,4,192,10.0,True,1.0
range,-1.421,-3.868,-3.335,98579.1,126270.0,982,103,1351.8,2.0,4,192,10.0,True,1.0
mixed,2.419,-6.788,1.686,102416.3,346928.0,1038,102,1250.0,2.0,4,192,10.0,True,2.0
range,5.372,-1.668,12.194,105372.0,146685.0,1182,103,1631.9,2.0,4,192,10.0,True,2.0
mixed,7.797,-6.496,4.861,107793.7,346599.0,1094,102,1335.4,2.0,4,192,10.0,True,3.0
range,5.322,-2.212,11.352,105321.8,168416.0,1186,103,1639.9,2.0,4,192,10.0,True,3.0
mixed,-18.975,-30.331,-9.202,81026.1,146715.0,5199,409,5734.3,2.0,6,48,3.0,False,1.0
range,13.605,-3.279,18.45,113604.5,126555.0,5432,409,6882.2,2.0,6,48,3.0,False,1.0
mixed,-18.975,-30.331,-9.202,81026.1,146715.0,5199,409,5734.3,2.0,6,48,3.0,False,2.0
range,13.605,-3.279,18.45,113604.5,126555.0,5432,409,6882.2,2.0,6,48,3.0,False,2.0
mixed,-18.975,-30.331,-9.202,81026.1,146715.0,5199,409,5734.3,2.0,6,48,3.0,False,3.0
range,13.605,-3.279,18.45,113604.5,126555.0,5432,409,6882.2,2.0,6,48,3.0,False,3.0
mixed,-4.106,-28.611,-1.723,95890.1,151586.0,3468,368,3939.4,2.0,6,48,3.0,True,1.0
range,-3.505,-6.536,-4.507,96494.9,128480.0,4617,404,5941.2,2.0,6,48,3.0,True,1.0
mixed,-5.648,-19.024,-2.492,94353.7,150375.0,4615,405,4997.9,2.0,6,48,3.0,True,2.0
range,14.786,-2.862,18.896,114786.1,121963.0,5417,409,6854.1,2.0,6,48,3.0,True,2.0
mixed,-16.639,-30.303,-7.898,83362.7,148534.0,4952,405,5392.6,2.0,6,48,3.0,True,3.0
range,13.605,-3.279,18.45,113604.5,126555.0,5432,409,6882.2,2.0,6,48,3.0,True,3.0
mixed,-1.788,-20.742,-0.156,98213.7,211350.0,5594,409,6001.5,2.0,6,48,6.0,False,1.0
range,21.765,-2.53,24.675,121764.9,192391.0,5875,409,7283.6,2.0,6,48,6.0,False,1.0
mixed,-1.788,-20.742,-0.156,98213.7,211350.0,5594,409,6001.5,2.0,6,48,6.0,False,2.0
range,21.765,-2.53,24.675,121764.9,192391.0,5875,409,7283.6,2.0,6,48,6.0,False,2.0
mixed,-1.788,-20.742,-0.156,98213.7,211350.0,5594,409,6001.5,2.0,6,48,6.0,False,3.0
range,21.765,-2.53,24.675,121764.9,192391.0,5875,409,7283.6,2.0,6,48,6.0,False,3.0
mixed,-8.041,-27.347,-2.903,91955.2,203440.0,3827,391,4261.1,2.0,6,48,6.0,True,1.0
range,-8.222,-10.112,-9.174,91777.8,216146.0,4873,404,6194.5,2.0,6,48,6.0,True,1.0
mixed,8.1,-16.836,3.448,108102.0,224107.0,4881,408,5226.4,2.0,6,48,6.0,True,2.0
range,18.421,-3.874,20.698,118420.4,189979.0,5803,409,7193.6,2.0,6,48,6.0,True,2.0
mixed,4.709,-21.948,2.069,104710.7,236870.0,5216,408,5573.6,2.0,6,48,6.0,True,3.0
range,21.765,-2.53,24.675,121764.9,192391.0,5875,409,7283.6,2.0,6,48,6.0,True,3.0
mixed,-5.151,-29.528,-0.681,94850.9,324860.0,5684,409,6075.0,2.0,6,48,10.0,False,1.0
range,23.517,-2.933,26.968,123516.8,271048.0,6007,409,7447.8,2.0,6,48,10.0,False,1.0
mixed,-5.151,-29.528,-0.681,94850.9,324860.0,5684,409,6075.0,2.0,6,48,10.0,False,2.0
range,23.517,-2.933,26.968,123516.8,271048.0,6007,409,7447.8,2.0,6,48,10.0,False,2.0
mixed,-5.151,-29.528,-0.681,94850.9,324860.0,5684,409,6075.0,2.0,6,48,10.0,False,3.0
range,23.517,-2.933,26.968,123516.8,271048.0,6007,409,7447.8,2.0,6,48,10.0,False,3.0
mixed,-5.951,-21.772,-1.917,94045.2,316386.0,4119,404,4517.2,2.0,6,48,10.0,True,1.0
range,-7.086,-8.755,-7.753,92913.7,348078.0,5033,408,6350.1,2.0,6,48,10.0,True,1.0
mixed,14.695,-20.592,4.534,114697.6,317949.0,5025,408,5357.9,2.0,6,48,10.0,True,2.0
range,20.924,-3.874,23.811,120923.8,266893.0,5937,409,7352.1,2.0,6,48,10.0,True,2.0
mixed,8.417,-23.593,2.776,108419.0,351858.0,5407,408,5749.9,2.0,6,48,10.0,True,3.0
range,23.517,-2.933,26.968,123516.8,271048.0,6007,409,7447.8,2.0,6,48,10.0,True,3.0
mixed,3.272,-11.711,2.221,103273.8,126090.0,2731,205,3090.1,2.0,6,96,3.0,False,1.0
range,15.74,-3.111,21.883,115739.6,142960.0,2776,205,3512.7,2.0,6,96,3.0,False,1.0
mixed,3.272,-11.711,2.221,103273.8,126090.0,2731,205,3090.1,2.0,6,96,3.0,False,2.0
range,15.74,-3.111,21.883,115739.6,142960.0,2776,205,3512.7,2.0,6,96,3.0,False,2.0
mixed,3.272,-11.711,2.221,103273.8,126090.0,2731,205,3090.1,2.0,6,96,3.0,False,3.0
range,15.74,-3.111,21.883,115739.6,142960.0,2776,205,3512.7,2.0,6,96,3.0,False,3.0
mixed,0.467,-16.176,0.548,100463.1,144472.0,1862,194,2159.5,2.0,6,96,3.0,True,1.0
range,8.29,-2.457,12.819,108289.3,110544.0,2352,199,3013.7,2.0,6,96,3.0,True,1.0
mixed,1.349,-10.658,1.024,101351.0,125944.0,2325,202,2575.2,2.0,6,96,3.0,True,2.0
range,14.151,-3.111,19.763,114151.2,142960.0,2813,205,3542.4,2.0,6,96,3.0,True,2.0
mixed,10.352,-8.308,6.661,110354.5,122447.0,2517,204,2824.8,2.0,6,96,3.0,True,3.0
range,15.74,-3.111,21.883,115739.6,142960.0,2776,205,3512.7,2.0,6,96,3.0,True,3.0
mixed,10.408,-10.339,5.576,110409.8,175283.0,3040,205,3375.1,2.0,6,96,6.0,False,1.0
range,18.719,-2.655,23.75,118718.5,180770.0,3137,205,3937.3,2.0,6,96,6.0,False,1.0
mixed,10.408,-10.339,5.576,110409.8,175283.0,3040,205,3375.1,2.0,6,96,6.0,False,2.0
range,18.719,-2.655,23.75,118718.5,180770.0,3137,205,3937.3,2.0,6,96,6.0,False,2.0
mixed,10.408,-10.339,5.576,110409.8,175283.0,3040,205,3375.1,2.0,6,96,6.0,False,3.0
range,18.719,-2.655,23.75,118718.5,180770.0,3137,205,3937.3,2.0,6,96,6.0,False,3.0
mixed,-6.982,-15.344,-3.809,93013.9,223151.0,2052,201,2319.6,2.0,6,96,6.0,True,1.0
range,4.71,-4.031,7.132,104709.8,206338.0,2574,201,3263.2,2.0,6,96,6.0,True,1.0
mixed,1.133,-12.376,0.887,101134.6,209661.0,2647,205,2882.5,2.0,6,96,6.0,True,2.0
range,19.934,-2.664,24.855,119933.6,180770.0,3155,205,3952.0,2.0,6,96,6.0,True,2.0
mixed,16.654,-11.046,8.014,116656.6,217569.0,2773,205,3054.2,2.0,6,96,6.0,True,3.0
range,18.719,-2.655,23.75,118718.5,180770.0,3137,205,3937.3,2.0,6,96,6.0,True,3.0
mixed,23.073,-10.255,10.072,123075.7,274668.0,3094,205,3444.3,2.0,6,96,10.0,False,1.0
range,19.504,-2.896,22.987,119503.5,271560.0,3211,205,4016.2,2.0,6,96,10.0,False,1.0
mixed,23.073,-10.255,10.072,123075.7,274668.0,3094,205,3444.3,2.0,6,96,10.0,False,2.0
range,19.504,-2.896,22.987,119503.5,271560.0,3211,205,4016.2,2.0,6,96,10.0,False,2.0
mixed,23.073,-10.255,10.072,123075.7,274668.0,3094,205,3444.3,2.0,6,96,10.0,False,3.0
range,19.504,-2.896,22.987,119503.5,271560.0,3211,205,4016.2,2.0,6,96,10.0,False,3.0
mixed,-14.455,-22.425,-7.006,85541.9,251562.0,2181,205,2427.8,2.0,6,96,10.0,True,1.0
range,8.023,-3.929,10.605,108022.8,338343.0,2692,205,3390.5,2.0,6,96,10.0,True,1.0
mixed,3.528,-14.226,1.788,103529.7,341494.0,2686,205,2923.8,2.0,6,96,10.0,True,2.0
range,18.292,-2.816,22.24,118291.9,271560.0,3199,205,3994.0,2.0,6,96,10.0,True,2.0
mixed,22.129,-12.198,8.97,122131.1,337745.0,2864,205,3145.8,2.0,6,96,10.0,True,3.0
range,19.504,-2.896,22.987,119503.5,271560.0,3211,205,4016.2,2.0,6,96,10.0,True,3.0
mixed,-5.036,-13.973,-2.666,94965.7,114248.0,1519,103,1740.6,2.0,6,192,3.0,False,1.0
range,8.436,-1.096,16.196,108435.5,113115.0,1454,103,1847.2,2.0,6,192,3.0,False,1.0
mixed,-5.036,-13.973,-2.666,94965.7,114248.0,1519,103,1740.6,2.0,6,192,3.0,False,2.0
range,8.436,-1.096,16.196,108435.5,113115.0,1454,103,1847.2,2.0,6,192,3.0,False,2.0
