,"A (crash, hold 5)","B (rally, hold 5)",C (always long),A sens. hold 3,A sens. hold 10
2026-04-09,1.0264434485297877,0.8440447337372835,0.30807234234153164,1.2570532567204253,1.0686704396150326
2026-04-10,1.0264434485297877,0.8440447337372835,0.31438466166957435,1.2570532567204253,1.0686704396150326
2026-04-11,1.0264434485297877,0.8440447337372835,0.31607243833895216,1.2570532567204253,1.0686704396150326
2026-04-12,1.0264434485297877,0.8440447337372835,0.30383794821266796,1.2570532567204253,1.0686704396150326
2026-04-13,1.0264434485297877,0.8440447337372835,0.3235267848602213,1.2570532567204253,1.0686704396150326
2026-04-14,1.0264434485297877,0.8412486635068439,0.3155304112149365,1.2570532567204253,1.0686704396150326
2026-04-15,1.0264434485297877,0.845782540415455,0.3218883466274238,1.2570532567204253,1.0686704396150326
2026-04-16,1.0264434485297877,0.8538712387146843,0.33130516290791445,1.2570532567204253,1.0686704396150326
2026-04-17,1.0264434485297877,0.8533832277885052,0.3332462528195333,1.2570532567204253,1.0686704396150326
2026-04-18,1.0264434485297877,0.8440890657299842,0.32044570824937624,1.2570532567204253,1.0686704396150326
2026-04-19,1.0264434485297877,0.8440890657299842,0.30393171379215234,1.2570532567204253,1.0686704396150326
2026-04-20,1.0264434485297877,0.8440890657299842,0.3102352362505972,1.2570532567204253,1.0686704396150326
2026-04-21,1.0264434485297877,0.8440890657299842,0.31106940668687244,1.2570532567204253,1.0686704396150326
2026-04-22,1.0264434485297877,0.8440890657299842,0.31291951925393763,1.2570532567204253,1.0686704396150326
2026-04-23,1.0264434485297877,0.8440890657299842,0.31530040623177985,1.2570532567204253,1.0686704396150326
2026-04-24,1.0264434485297877,0.8440890657299842,0.3167146166874439,1.2570532567204253,1.0686704396150326
2026-04-25,1.0264434485297877,0.8440890657299842,0.31551268374744174,1.2570532567204253,1.0686704396150326
2026-04-26,1.0264434485297877,0.8440890657299842,0.3183968445622923,1.2570532567204253,1.0686704396150326
2026-04-27,1.0264434485297877,0.8440890657299842,0.31421676074478666,1.2570532567204253,1.0686704396150326
2026-04-28,1.0264434485297877,0.8440890657299842,0.31244513389402734,1.2570532567204253,1.0686704396150326
2026-04-29,1.0264434485297877,0.8440890657299842,0.31012481862265456,1.2570532567204253,1.0686704396150326
2026-04-30,1.0264434485297877,0.8440890657299842,0.3115486172448176,1.2570532567204253,1.0686704396150326
2026-05-01,1.0264434485297877,0.8440890657299842,0.3172091263338192,1.2570532567204253,1.0686704396150326
2026-05-02,1.0264434485297877,0.8440890657299842,0.3195261212118937,1.2570532567204253,1.0686704396150326
2026-05-03,1.0264434485297877,0.8440890657299842,0.32099862075145313,1.2570532567204253,1.0686704396150326
2026-05-04,1.0264434485297877,0.8440890657299842,0.3239214371542321,1.2570532567204253,1.0686704396150326
2026-05-05,1.0264434485297877,0.8440890657299842,0.33718288178766787,1.2570532567204253,1.0686704396150326
2026-05-06,1.0264434485297877,0.8440890657299842,0.3418819912139559,1.2570532567204253,1.0686704396150326
2026-05-07,1.0264434485297877,0.8440890657299842,0.33811979705684625,1.2570532567204253,1.0686704396150326
2026-05-08,1.0264434485297877,0.8440890657299842,0.3503042798780008,1.2570532567204253,1.0686704396150326
2026-05-09,1.0264434485297877,0.8440890657299842,0.3483349495775919,1.2570532567204253,1.0686704396150326
2026-05-10,1.0264434485297877,0.8440890657299842,0.3562288466026379,1.2570532567204253,1.0686704396150326
2026-05-11,1.0264434485297877,0.8440890657299842,0.3525576493962155,1.2570532567204253,1.0686704396150326
2026-05-12,1.0264434485297877,0.8440890657299842,0.3422338828644166,1.2570532567204253,1.0686704396150326
2026-05-13,1.0264434485297877,0.8440890657299842,0.33293503321944223,1.2570532567204253,1.0686704396150326
2026-05-14,1.0264434485297877,0.8440890657299842,0.34386440276029356,1.2570532567204253,1.0686704396150326
2026-05-15,1.0264434485297877,0.8440890657299842,0.32928627500587804,1.2570532567204253,1.0686704396150326
2026-05-16,1.0264434485297877,0.8440890657299842,0.3221445031673497,1.2570532567204253,1.0686704396150326
2026-05-17,1.0264434485297877,0.8440890657299842,0.3218838769083085,1.2570532567204253,1.0686704396150326
2026-05-18,1.0264434485297877,0.8440890657299842,0.3262195970416142,1.2570532567204253,1.0686704396150326
2026-05-19,1.0264434485297877,0.8440890657299842,0.32932078475557625,1.2570532567204253,1.0686704396150326
2026-05-20,1.0264434485297877,0.8440890657299842,0.34485755921036343,1.2570532567204253,1.0686704396150326
2026-05-21,1.0264434485297877,0.8440890657299842,0.35150860327100997,1.2570532567204253,1.0686704396150326
2026-05-22,1.0264434485297877,0.8440890657299842,0.33134698946261754,1.2570532567204253,1.0686704396150326
2026-05-23,1.0264434485297877,0.8440890657299842,0.34111157458124963,1.2570532567204253,1.0686704396150326
2026-05-24,1.0264434485297877,0.8440890657299842,0.34360460249055547,1.2570532567204253,1.0686704396150326
2026-05-25,1.0264434485297877,0.8440890657299842,0.3443124377621622,1.2570532567204253,1.0686704396150326
2026-05-26,1.0264434485297877,0.8440890657299842,0.3320821949415249,1.2570532567204253,1.0686704396150326
2026-05-27,1.0264434485297877,0.8440890657299842,0.32579198128966363,1.2570532567204253,1.0686704396150326
2026-05-28,1.0264434485297877,0.8440890657299842,0.3228081559059567,1.2570532567204253,1.0686704396150326
2026-05-29,1.0264434485297877,0.8440890657299842,0.3293778833548757,1.2570532567204253,1.0686704396150326
2026-05-30,1.0264434485297877,0.8440890657299842,0.33343026061045716,1.2570532567204253,1.0686704396150326
2026-05-31,1.0264434485297877,0.8440890657299842,0.3364684880694111,1.2570532567204253,1.0686704396150326
2026-06-01,1.0264434485297877,0.8440890657299842,0.3310584119653088,1.2570532567204253,1.0686704396150326
2026-06-02,1.0264434485297877,0.8440890657299842,0.31910291706607,1.2570532567204253,1.0686704396150326
2026-06-03,1.0264434485297877,0.8518486455228521,0.32671159882836004,1.2570532567204253,1.0686704396150326
2026-06-04,1.0264434485297877,0.8391557207910976,0.30393617864031014,1.2570532567204253,1.0686704396150326
2026-06-05,1.0264434485297877,0.8409529445665096,0.27673431401975535,1.2570532567204253,1.0686704396150326
2026-06-06,1.0216516395272646,0.8371615952772348,0.2706566127046115,1.251184877784565,1.063681499756132
2026-06-07,1.0304072829724047,0.8376152688336721,0.287878350954758,1.2619076410533658,1.0727973427604713
2026-06-08,1.0336904756682983,0.8376152688336721,0.29375168996946294,1.2658320122378093,1.0762156031494747
2026-06-09,1.0302091507649271,0.8376152688336721,0.2864150972313467,1.2658320122378093,1.0725910595662336
2026-06-10,1.035763007581197,0.8376152688336721,0.27824417340586177,1.2658320122378093,1.0784564809925252
2026-06-11,1.035763007581197,0.8376152688336721,0.30016786351275054,1.2658320122378093,1.0952721229417086
2026-06-12,1.035763007581197,0.8261897561703231,0.2951368302413223,1.2658320122378093,1.086977256278518
2026-06-13,1.035763007581197,0.8235559320689838,0.3004469354583026,1.2658320122378093,1.08383399907733
2026-06-14,1.035763007581197,0.8238486681100139,0.3097525944216705,1.2658320122378093,1.087212890836029
2026-06-15,1.035763007581197,0.8258961696579388,0.3189690877140398,1.2658320122378093,1.0924644505383994
2026-06-16,1.035763007581197,0.8254764642365615,0.3198602158733331,1.2658320122378093,1.0924644505383994
2026-06-17,1.035763007581197,0.8254764642365615,0.31111042523018456,1.2658320122378093,1.0924644505383994
2026-06-18,1.035763007581197,0.8254764642365615,0.3017294698571804,1.2658320122378093,1.0924644505383994
2026-06-19,1.035763007581197,0.8254764642365615,0.29913687662204963,1.2658320122378093,1.0924644505383994
2026-06-20,1.035763007581197,0.8254764642365615,0.30317841886177166,1.2658320122378093,1.0924644505383994
2026-06-21,1.035763007581197,0.8254764642365615,0.2967332112684039,1.2658320122378093,1.0924644505383994
2026-06-22,1.035763007581197,0.8254764642365615,0.2982662646624056,1.2658320122378093,1.0924644505383994
2026-06-23,1.035763007581197,0.8254764642365615,0.28808002949041345,1.2658320122378093,1.0924644505383994
2026-06-24,1.035763007581197,0.8254764642365615,0.2868418489639677,1.2658320122378093,1.0924644505383994
2026-06-25,1.035763007581197,0.8254764642365615,0.28107757336873507,1.2658320122378093,1.0924644505383994
2026-06-26,1.035763007581197,0.8254764642365615,0.2938498833753031,1.2658320122378093,1.0924644505383994
2026-06-27,1.035763007581197,0.8245898367161288,0.2877827885863093,1.2658320122378093,1.0924644505383994
2026-06-28,1.035763007581197,0.8229530840761454,0.2865852318177558,1.2658320122378093,1.0924644505383994
2026-06-29,1.035763007581197,0.8228140111062023,0.2965147397755963,1.2658320122378093,1.0924644505383994
2026-06-30,1.035763007581197,0.8180677332437242,0.28707073544649325,1.2658320122378093,1.0924644505383994
2026-07-01,1.035763007581197,0.8164422481105222,0.2945005528809347,1.2658320122378093,1.0924644505383994
2026-07-02,1.035763007581197,0.8164422481105222,0.3056891777450913,1.2658320122378093,1.0924644505383994
2026-07-03,1.035763007581197,0.8164422481105222,0.31627680557546456,1.2658320122378093,1.0924644505383994
2026-07-04,1.035763007581197,0.8164422481105222,0.31753075140655496,1.2658320122378093,1.0924644505383994
2026-07-05,1.035763007581197,0.8164422481105222,0.3228747167259095,1.2658320122378093,1.0924644505383994
2026-07-06,1.035763007581197,0.8164422481105222,0.3242033027405542,1.2658320122378093,1.0924644505383994
2026-07-07,1.035763007581197,0.8164422481105222,0.3185372234623617,1.2658320122378093,1.0924644505383994
2026-07-08,1.035763007581197,0.8164422481105222,0.3086101904103464,1.2658320122378093,1.0924644505383994
2026-07-09,1.035763007581197,0.8164422481105222,0.3111752363965381,1.2658320122378093,1.0924644505383994
2026-07-10,1.035763007581197,0.8164422481105222,0.3188511007251845,1.2658320122378093,1.0924644505383994
2026-07-11,1.035763007581197,0.8164422481105222,0.31616960718243975,1.2658320122378093,1.0924644505383994
2026-07-12,1.035763007581197,0.8164422481105222,0.3188704706847858,1.2658320122378093,1.0924644505383994
2026-07-13,1.035763007581197,0.8164422481105222,0.3097070838877467,1.2658320122378093,1.0924644505383994
2026-07-14,1.035763007581197,0.8164422481105222,0.3265277758333615,1.2658320122378093,1.0924644505383994
2026-07-15,1.035763007581197,0.8164422481105222,0.3263858780312903,1.2658320122378093,1.0924644505383994
2026-07-16,1.035763007581197,0.8164422481105222,0.31669779356690225,1.2658320122378093,1.0924644505383994
2026-07-17,1.035763007581197,0.8164422481105222,0.3151712954396846,1.2658320122378093,1.0924644505383994
2026-07-18,1.035763007581197,0.8164422481105222,0.3162785188208027,1.2658320122378093,1.0924644505383994
2026-07-19,1.035763007581197,0.8164422481105222,0.3209791593594937,1.2658320122378093,1.0924644505383994
2026-07-20,1.035763007581197,0.8164422481105222,0.32309709430935435,1.2658320122378093,1.0924644505383994
2026-07-21,1.035763007581197,0.8164422481105222,0.3287413606366929,1.2658320122378093,1.0924644505383994
2026-07-22,1.035763007581197,0.8164422481105222,0.3246137905217306,1.2658320122378093,1.0924644505383994
2026-07-23,1.035763007581197,0.8164422481105222,0.31494746063369894,1.2658320122378093,1.0924644505383994
2026-07-24,1.035763007581197,0.8164422481105222,0.3102996281337135,1.2658320122378093,1.0924644505383994
2026-07-25,1.035763007581197,0.8164422481105222,0.3109260265556007,1.2658320122378093,1.0924644505383994
2026-07-26,1.035763007581197,0.8164422481105222,0.32307357618050986,1.2658320122378093,1.0924644505383994
2026-07-27,1.035763007581197,0.8164422481105222,0.3140629589285519,1.2658320122378093,1.0924644505383994
2026-07-28,1.035763007581197,0.8164422481105222,0.31456929215204676,1.2658320122378093,1.0924644505383994
2026-07-29,1.035763007581197,0.8164422481105222,0.3099961917496464,1.2658320122378093,1.0924644505383994
2026-07-30,1.035763007581197,0.8164422481105222,0.31655766693715864,1.2658320122378093,1.0924644505383994
2026-07-31,1.035763007581197,0.8164422481105222,0.3075140663349874,1.2658320122378093,1.0924644505383994
2026-08-01,1.035763007581197,0.8164422481105222,0.30499762284833354,1.2658320122378093,1.0924644505383994
2026-08-02,1.035763007581197,0.8164422481105222,0.30981869656037847,1.2658320122378093,1.0924644505383994
2026-08-03,1.035763007581197,0.8164422481105222,0.30964426016856217,1.2658320122378093,1.0924644505383994
2026-08-04,1.035763007581197,0.8164422481105222,0.31423770698165177,1.2658320122378093,1.0924644505383994
2026-08-05,1.035763007581197,0.8164422481105222,0.31802674551100124,1.2658320122378093,1.0924644505383994
2026-08-06,1.035763007581197,0.8164422481105222,0.31872139665255683,1.2658320122378093,1.0924644505383994
2026-08-07,1.035763007581197,0.8164422481105222,0.316762007158772,1.2658320122378093,1.0924644505383994
2026-08-08,1.035763007581197,0.8164422481105222,0.32201256907610304,1.2658320122378093,1.0924644505383994
2026-08-09,1.035763007581197,0.8164422481105222,0.32605882265763014,1.2658320122378093,1.0924644505383994
2026-08-10,1.035763007581197,0.8164422481105222,0.3289550314409672,1.2658320122378093,1.0924644505383994
2026-08-11,1.035763007581197,0.8164422481105222,0.3277919114807051,1.2658320122378093,1.0924644505383994
2026-08-12,1.035763007581197,0.8164422481105222,0.3272675722381844,1.2658320122378093,1.0924644505383994
2026-08-13,1.035763007581197,0.8164422481105222,0.3275849412607833,1.2658320122378093,1.0924644505383994
